エレベーターID,更新日,契約状況,台数,地区,契約日,保守開始月,現場区分,管理番号,旧管理番号,入札判定,契約方式,請求サイクル　数字,契約金額,点検者制約（資格者等）,現場名,現場名ﾌﾘｶﾞﾅ,現場郵便番号,現場住所,マップ,現場TEL,現場FAX,昇降機種別,その他(種別),メーカー,その他(メーカー),機種,旧機種,部品供給停止予定,照明LED化完了日,巻上機型式,駆動方式,その他(駆動方式),製造年月日,リニューアル施工年月,MFG番号,定員,その他(定員),積載,その他(積載),速度,その他(速度),停止階床,遠隔監視種別,遠隔監視装置　回線種別,遠隔監視装置　回線番号,egsコード,点検サイクル,検査有効月,検査実施月,整理番号,契約者,契約者ﾌﾘｶﾞﾅ,契約者（役職名）,契約者（法人）代表者名,契約者（法人）代表者名ﾌﾘｶﾞﾅ,契約者郵便番号,契約者住所,契約者TEL,契約者FAX,報告書郵送先,請求サイクル,所有者,所有者ﾌﾘｶﾞﾅ,所有者郵便番号,所有者住所,所有者TEL,所有者FAX,管理者,管理者ﾌﾘｶﾞﾅ,管理者郵便番号,管理者住所,管理者TEL,管理者FAX,備考,点検連絡など担当者、報告書,鍵保管場所
E-000000431,2025/7/31 12:46,契約中,1,佐世保,,2021年7月,他社,SA-084,,一般,YP4,1,10000,制約なし,嬉野温泉　うれしの元湯,ｳﾚｼﾉｵﾝｾﾝ ｳﾚｼﾉﾓﾄﾕ,843-0301,佐賀県嬉野市嬉野町下宿乙2202-8,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%81%86%E3%82%8C%E3%81%97%E3%81%AE%E5%85%83%E6%B9%AF&ss=ypid.YN5286x7354387103484095176&ppois=33.09755325317383_129.98159790039062_%E3%81%86%E3%82%8C%E3%81%97%E3%81%AE%E5%85%83%E6%B9%AF_YN5286x7354387103484095176~&cp=33.097553~129.981598&v=2&sV=1,0954-20-2111,0954-43-1816,ロープ式エレベーター,,三菱,,VFCL,,2027年12月,,,ロープ式,,1988/12/1,,H3-039,9人,,600㎏,,60m/min,,7st,,,,,"1月	4月	7月	10月",8月,7月,001-0307,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",大成不動産システム株式会社,ﾀｲｾｲﾌﾄﾞｳｻﾝｼｽﾃﾑｶﾌﾞｼｷｶｲｼｬ,852-8053,長崎県長崎市葉山１－２３－５,095-855-1235,,佐賀嬉野温泉旅館うれしの元湯,ｻｶﾞｳﾚｼﾉｵﾝｾﾝﾘｮｶﾝｳﾚｼﾉﾓﾄﾕ,843-0301,佐賀県嬉野市嬉野町大字下宿乙２２０２－８,0954-20-2111,,,,
E-000000432,2025/7/29 11:37,契約中,1,佐世保,,2016年1月,他社,SA-006,,一般,YP4,1,3700,制約なし,ロイヤルチェスター伊万里　１号機,ﾛｲﾔﾙﾁｪｽﾀｰｲﾏﾘｲﾁｺﾞｳｷ,848-0041,佐賀県伊万里市新天町520-6,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C&ss=ypid.YN5286x12909280016684834047&ppois=33.26982116699219_129.8781280517578_%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C_YN5286x12909280016684834047~&cp=33.269821~129.878128&v=2&sV=1,0955-22-2021,,リフト(フロアタイプ),,,,,,,,,,,,,,,,200kg,,その他,25m/min,4st,,,,,"3月	6月	9月	12月",3月,未定,001-2038,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000433,2025/7/29 11:37,契約中,1,佐世保,,2016年1月,他社,SA-007,,一般,YP4,1,3700,制約なし,ロイヤルチェスター伊万里　２号機,ﾛｲﾔﾙﾁｪｽﾀｰｲﾏﾘﾆｺﾞｳｷ,848-0041,佐賀県伊万里市新天町520-6,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C&ss=ypid.YN5286x12909280016684834047&ppois=33.26982116699219_129.8781280517578_%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C_YN5286x12909280016684834047~&cp=33.269821~129.878128&v=2&sV=1,0955-22-2021,,リフト(フロアタイプ),,,,,,,,,,,,,,,,200kg,,その他,25m/min,4st,,,,,"3月	6月	9月	12月",3月,未定,001-2039,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000434,2025/7/29 11:37,契約中,1,佐世保,,2016年1月,他社,SA-008,,一般,SP,1,12500,制約なし,ロイヤルチェスター伊万里　３号機,ﾛｲﾔﾙﾁｪｽﾀｰｲﾏﾘｻﾝｺﾞｳｷ,848-0041,佐賀県伊万里市新天町520-6,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C&ss=ypid.YN5286x12909280016684834047&ppois=33.26982116699219_129.8781280517578_%E3%83%AD%E3%82%A4%E3%83%A4%E3%83%AB%E3%83%81%E3%82%A7%E3%82%B9%E3%82%BF%E3%83%BC%E4%BC%8A%E4%B8%87%E9%87%8C_YN5286x12909280016684834047~&cp=33.269821~129.878128&v=2&sV=1,0955-22-2021,,ロープ式エレベーター,,その他,JES製（元三菱）,OMA2573BAY,,,,,ロープ式,,2022/5/1,,HO-054,6人,,450㎏,,60m/min,,3st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",8月,未定,001-0219,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000435,2025/7/4 9:43,契約中,1,佐世保,,2021年7月,他社,SA-078,,一般,YP4,1,10000,制約なし,ホテル華翠苑　１号機,ﾎﾃﾙｶｽｲｴﾝｲﾁｺﾞｳｷ,843-0304,佐賀県嬉野市嬉野町岩屋川内甲333,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91&ss=ypid.YN5286x372336710813136023&ppois=33.093753814697266_129.98194885253906_%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91_YN5286x372336710813136023~&cp=33.093754~129.981949&v=2&sV=1,0570-026-112,,ロープ式エレベーター,,三菱,,VFDLA,,,,,ロープ式,,1996/6/1,,H8-168,11人,,750㎏,,90m/min,,9st,,,,,"1月	4月	7月	10月",10月,未定,,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000436,2025/7/4 9:43,契約中,1,佐世保,,2021年7月,他社,SA-079,,一般,YP4,1,10000,制約なし,ホテル華翠苑　２号機,ﾎﾃﾙｶｽｲｴﾝﾆｺﾞｳｷ,843-0304,佐賀県嬉野市嬉野町岩屋川内甲333,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91&ss=ypid.YN5286x372336710813136023&ppois=33.093753814697266_129.98194885253906_%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91_YN5286x372336710813136023~&cp=33.093754~129.981949&v=2&sV=1,0570-026-112,,ロープ式エレベーター,,三菱,,VFDLA,,,,,ロープ式,,1996/6/1,,H8-168,11人,,750㎏,,90m/min,,9st,,,,,"1月	4月	7月	10月",10月,未定,,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000437,2025/7/4 9:43,契約中,1,佐世保,,2021年7月,他社,SA-080,,一般,YP4,1,10000,制約なし,ホテル華翠苑　３号機,ﾎﾃﾙｶｽｲｴﾝｻﾝｺﾞｳｷ,843-0304,佐賀県嬉野市嬉野町岩屋川内甲333,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91&ss=ypid.YN5286x372336710813136023&ppois=33.093753814697266_129.98194885253906_%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91_YN5286x372336710813136023~&cp=33.093754~129.981949&v=2&sV=1,0570-026-112,,ロープ式エレベーター,,三菱,,VFDLA,,,,,ロープ式,,1996/6/1,,H8-168,11人,,750㎏,,90m/min,,8st,,,,,"1月	4月	7月	10月",10月,未定,,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000438,2025/7/29 11:37,契約中,1,佐世保,,2021年7月,他社,SA-081,,一般,YP4,1,4000,制約なし,ホテル華翠苑　４号機,ﾎﾃﾙｶｽｲｴﾝﾖﾝｺﾞｳｷ,843-0304,佐賀県嬉野市嬉野町岩屋川内甲333,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91&ss=ypid.YN5286x372336710813136023&ppois=33.093753814697266_129.98194885253906_%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91_YN5286x372336710813136023~&cp=33.093754~129.981949&v=2&sV=1,0570-026-112,,リフト(フロアタイプ),,菱電,,,,,,,,,,,,,,300kg,,30m/min,,8st,,,,,"1月	4月	7月	10月",1月,未定,001-1912,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000439,2025/7/29 11:37,契約中,1,佐世保,,2021年7月,他社,SA-082,,一般,YP4,1,4000,制約なし,ホテル華翠苑　５号機,ﾎﾃﾙｶｽｲｴﾝｺﾞｺﾞｳｷ,843-0304,佐賀県嬉野市嬉野町岩屋川内甲333,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91&ss=ypid.YN5286x372336710813136023&ppois=33.093753814697266_129.98194885253906_%E5%AC%89%E9%87%8E%E6%B8%A9%E6%B3%89%20%E3%83%9B%E3%83%86%E3%83%AB%E8%8F%AF%E7%BF%A0%E8%8B%91_YN5286x372336710813136023~&cp=33.093754~129.981949&v=2&sV=1,0570-026-112,,リフト(フロアタイプ),,菱電,,,,,,,,,1996/7/1,,F23081,,,300kg,,30m/min,,2st,,,,,"1月	4月	7月	10月",1月,未定,001-1981,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000440,2025/7/29 11:37,契約中,1,佐世保,,2021年7月,他社,SA-083,,一般,YP4,1,10000,制約なし,スターマンション宇礼志野,ｽﾀｰﾏﾝｼｮﾝｳﾚｼﾉ,843-0304,佐賀県嬉野市嬉野町岩屋川内伏塚313,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92843-0304%20%E4%BD%90%E8%B3%80%E7%9C%8C%E5%AC%89%E9%87%8E%E5%B8%82%E5%AC%89%E9%87%8E%E7%94%BA%E5%A4%A7%E5%AD%97%E5%B2%A9%E5%B1%8B%E5%B7%9D%E5%86%85%E7%94%B2313&ppois=33.09289973164236_129.9827399059222_%E3%80%92843-0304%20%E4%BD%90%E8%B3%80%E7%9C%8C%E5%AC%89%E9%87%8E%E5%B8%82%E5%AC%89%E9%87%8E%E7%94%BA%E5%A4%A7%E5%AD%97%E5%B2%A9%E5%B1%8B%E5%B7%9D%E5%86%85%E7%94%B2313_~&cp=33.0929~129.98274&v=2&sV=1&FORM=MIRE&qpvt=%e4%bd%90%e8%b3%80%e7%9c%8c%e5%ac%89%e9%87%8e%e5%b8%82%e5%ac%89%e9%87%8e%e7%94%ba%e5%b2%a9%e5%b1%8b%e5%b7%9d%e5%86%85%e4%bc%8f%e5%a1%9a313,,,ルームレスエレベーター,,三菱,,VFGLB,,,,,ルームレス,,2025/2/20,,E-GN-094,9人,,600㎏,,105m/min,,7st,,,,,"1月	4月	7月	10月",1月,未定,001-2137,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000441,2025/7/29 11:37,契約中,1,佐世保,,2022年11月,他社,SA-125,,一般,YP4,1,11000,制約なし,タケックス株式会社,ﾀｹｯｸｽｶﾌﾞｼｷｶｲｼｬ,843-0151,佐賀県武雄市若木町9616-2,https://www.bing.com/maps?&mepi=109~~TopOfPage~Address_Link&ty=18&q=%E3%82%BF%E3%82%B1%E3%83%83%E3%82%AF%E3%82%B9%28%E6%A0%AA%29&ss=ypid.YN5286x613526933479792824&ppois=33.251182556152344_129.99761962890625_%E3%82%BF%E3%82%B1%E3%83%83%E3%82%AF%E3%82%B9%28%E6%A0%AA%29_YN5286x613526933479792824~&cp=33.251183~129.99762&v=2&sV=1,0954-20-5001,,ルームレスエレベーター,,三菱,,VFGLB,,,,,ルームレス,,2025/2/13,,GK-063,13人,,900㎏,,45m/min,,2st,PRIME（jes),,,,"2月	5月	8月	11月",2月,未定,001-1526,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000442,2025/7/29 11:37,契約中,1,佐世保,,2017年3月,他社,SA-052,,一般,YP4,1,11000,制約なし,うらり武雄　１号機（元　森のリゾートホテル）,ｳﾗﾘﾀｹｵｲﾁｺﾞｳｷ ﾓﾄﾓﾘﾉﾘｿﾞｰﾄﾎﾃﾙ,843-0021,佐賀県武雄市武雄町永島16750-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88&ss=ypid.YN5286x6432619018370156983&ppois=33.18373107910156_130.0345916748047_%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88_YN5286x6432619018370156983~&cp=33.183731~130.034592&v=2&sV=1,0954-23-4477,,油圧式エレベーター,,三菱,,HEA-G2,,,,,油圧式,,1993/5/1,,H6-647,11人,,750㎏,,45m/min,,4st,,,,,"3月	6月	9月	12月",3月,未定,001-1335,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000443,2025/7/29 11:37,契約中,1,佐世保,,2017年3月,他社,SA-053,,一般,YP4,1,11000,制約なし,うらり武雄　２号機（元　森のリゾートホテル）,ｳﾗﾘﾀｹｵﾆｺﾞｳｷ ﾓﾄﾓﾘﾉﾘｿﾞｰﾄﾎﾃﾙ,843-0021,佐賀県武雄市武雄町永島16750-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88&ss=ypid.YN5286x6432619018370156983&ppois=33.18373107910156_130.0345916748047_%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88_YN5286x6432619018370156983~&cp=33.183731~130.034592&v=2&sV=1,0954-23-4477,,油圧式エレベーター,,三菱,,HVE-G,,,,,油圧式,,1993/5/1,,H6-647,11人,,750㎏,,,,3st,,,,,"3月	6月	9月	12月",3月,未定,001-1336,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000444,2025/7/29 11:37,契約中,1,佐世保,,2017年3月,他社,SA-054,,一般,YP4,1,11000,制約なし,うらり武雄　３号機（元　森のリゾートホテル）,ｳﾗﾘﾀｹｵｻﾝｺﾞｳｷ ﾓﾄﾓﾘﾉﾘｿﾞｰﾄﾎﾃﾙ,843-0021,佐賀県武雄市武雄町永島16750-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88&ss=ypid.YN5286x6432619018370156983&ppois=33.18373107910156_130.0345916748047_%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88_YN5286x6432619018370156983~&cp=33.183731~130.034592&v=2&sV=1,0954-23-4477,,ロープ式エレベーター,,三菱,,VFEL,,,,,ロープ式,,1998/3/1,,GB-361,11人,,750㎏,,45m/min,,4st,,,,,"3月	6月	9月	12月",3月,未定,001-0815,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000445,2025/7/4 9:43,契約中,1,佐世保,,2017年3月,他社,SA-055,,一般,YP4,1,4000,制約なし,うらり武雄　４号機（元　森のリゾートホテル）,ｳﾗﾘﾀｹｵﾖﾝｺﾞｳｷ ﾓﾄﾓﾘﾉﾘｿﾞｰﾄﾎﾃﾙ,843-0021,佐賀県武雄市武雄町永島16750-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88&ss=ypid.YN5286x6432619018370156983&ppois=33.18373107910156_130.0345916748047_%E3%81%86%E3%82%89%E3%82%8A%E6%AD%A6%E9%9B%84%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%86%E3%83%A9%E3%82%B9%E3%82%B9%E3%83%91%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88_YN5286x6432619018370156983~&cp=33.183731~130.034592&v=2&sV=1,0954-23-4477,,リフト(テーブルタイプ),,菱電,,,,,,,ロープ式,,,,,,,75kg,,,,2st,,,,,"3月	6月	9月	12月",検査なし,未定,,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000000446,2025/7/29 11:37,契約中,1,佐世保,,2021年11月,他社,SA-086,,一般,YP4,1,11000,制約なし,ニトリ武雄店　１号機,ﾆﾄﾘﾀｹｵﾃﾝｲﾁｺﾞｳｷ,843-0024,佐賀県武雄市武雄町大字富岡字六田12670-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%83%8B%E3%83%88%E3%83%AA%E6%AD%A6%E9%9B%84%E5%BA%97&ss=ypid.YN5286x7425058434169844302&ppois=33.2025260925293_130.03872680664062_%E3%83%8B%E3%83%88%E3%83%AA%E6%AD%A6%E9%9B%84%E5%BA%97_YN5286x7425058434169844302~&cp=33.202526~130.038727&v=2&sV=1,0120-014-210,,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2025/1/17,,LGA5287,15人,,1000kg,,45m/min,,2st,PRIME（jes),,,,"2月	5月	8月	11月",2月,未定,001-1709,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,点検TEL要、退店時QRコードにて入力,
E-000000447,2025/7/29 11:37,契約中,1,佐世保,,2021年11月,他社,SA-087,,一般,YP4,1,11000,制約なし,ニトリ武雄店　２号機,ﾆﾄﾘﾀｹｵﾃﾆｺﾞｳｷ,843-0024,佐賀県武雄市武雄町大字富岡字六田12670-1,https://www.bing.com/maps?&mepi=0~~Unknown~Address_Link&ty=18&q=%E3%83%8B%E3%83%88%E3%83%AA%E6%AD%A6%E9%9B%84%E5%BA%97&ss=ypid.YN5286x7425058434169844302&ppois=33.2025260925293_130.03872680664062_%E3%83%8B%E3%83%88%E3%83%AA%E6%AD%A6%E9%9B%84%E5%BA%97_YN5286x7425058434169844302~&cp=33.202526~130.038727&v=2&sV=1,0120-014-210,,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2025/1/17,,LOA1128,,,1600kg,,45m/min,,2st,PRIME（jes),,,,"2月	5月	8月	11月",2月,未定,001-1710,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳｶﾌﾞｼｷｶｲｼｬ,,,,812-0013,福岡県福岡市博多区博多駅東1-18-25,092-436-5050,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,点検TEL要、退店時QRコードにて入力,
